,Unique_ID,Similarity_Score),,,,
1577,1577,[[0.03591772]],,,,
1578,1578,[[0.1296791]],,,,
1579,1579,[[0.45044786]],,,,
1580,1580,[[0.43321532]],,,,
1581,1581,[[0.27548778]],,,,
1582,1582,[[0.0739381]],,,,
1583,1583,[[0.314288]],,,,
1584,1584,[[0.21913642]],,,,
1585,1585,[[0.08531284]],,,,
1586,1586,[[0.3935609]],,,,
1587,1587,[[0.1838806]],,,,
1588,1588,[[0.32463408]],,,,
1589,1589,[[0.4244328]],,,,
1590,1590,[[0.54278755]],,,,
1591,1591,[[0.27270898]],,,,
1592,1592,[[0.10843419]],,,,
1593,1593,[[0.30154908]],,,,
1594,1594,[[0.4451487]],,,,
1595,1595,[[0.26185215]],,,,
1596,1596,[[0.18235849]],,,,
1597,1597,[[0.2577619]],,,,
1598,1598,[[0.13208848]],,,,
1599,1599,[[0.23757803]],,,,
1600,1600,[[0.23754893]],,,,
1601,1601,[[0.13457258]],,,,
1602,1602,[[0.37995198]],,,,
1603,1603,[[0.308258]],,,,
1604,1604,[[0.3148855]],,,,
1605,1605,[[0.2717657]],,,,
1606,1606,[[0.34258687]],,,,
1607,1607,[[0.19211805]],,,,
1608,1608,[[0.24691816]],,,,
1609,1609,[[0.15224421]],,,,
1610,1610,[[0.58056283]],,,,
1611,1611,[[0.1630168]],,,,
1612,1612,[[0.1668489]],,,,
1613,1613,[[0.45512152]],,,,
1614,1614,[[0.45080394]],,,,
1615,1615,[[0.19549115]],,,,
1616,1616,[[0.4074819]],,,,
1617,1617,[[0.2202391]],,,,
1618,1618,[[0.1891388]],,,,
1619,1619,[[0.2446385]],,,,
1620,1620,[[0.1181546]],,,,
1621,1621,[[0.24007359]],,,,
1622,1622,[[0.35890293]],,,,
1623,1623,[[0.26849332]],,,,
1624,1624,[[0.16998067]],,,,
1625,1625,[[0.18748811]],,,,
1626,1626,[[0.21205077]],,,,
1627,1627,[[0.17394732]],,,,
1628,1628,[[0.36466002]],,,,
1629,1629,[[0.36277562]],,,,
1630,1630,[[0.29937106]],,,,
1631,1631,[[0.36562693]],,,,
1632,1632,[[0.0545343]],,,,
1633,1633,[[0.37713748]],,,,
1634,1634,[[0.31521857]],,,,
1635,1635,[[0.44114268]],,,,
1636,1636,[[0.285857]],,,,
1637,1637,[[0.2293356]],,,,
1638,1638,[[0.27981317]],,,,
1639,1639,[[0.2797367]],,,,
1640,1640,[[0.3995717]],,,,
1641,1641,[[0.14111242]],,,,
1642,1642,[[0.25701502]],,,,
1643,1643,[[0.28483725]],,,,
1644,1644,[[0.22760695]],,,,
1645,1645,[[0.187527]],,,,
1646,1646,[[0.08378454]],,,,
1647,1647,[[0.33995658]],,,,
1648,1648,[[0.20355335]],,,,
1649,1649,[[0.2737034]],,,,
1650,1650,[[0.19084048]],,,,
1651,1651,[[0.35797548]],,,,
1652,1652,[[0.68406266]],,,,
1653,1653,[[0.21713841]],,,,
1654,1654,[[0.18719414]],,,,
1655,1655,[[0.39310682]],,,,
1656,1656,[[0.23814493]],,,,
1657,1657,[[0.19153059]],,,,
1658,1658,[[0.23853454]],,,,
1659,1659,[[0.29695255]],,,,
1660,1660,[[0.39773828]],,,,
1661,1661,[[0.34812838]],,,,
1662,1662,[[0.3458798]],,,,
1663,1663,[[0.247204]],,,,
1664,1664,[[0.34721392]],,,,
1665,1665,[[0.24237444]],,,,
1666,1666,[[0.36307204]],,,,
1667,1667,[[0.44831234]],,,,
1668,1668,[[0.2874851]],,,,
1669,1669,[[0.26908058]],,,,
1670,1670,[[0.3152216]],,,,
1671,1671,[[0.27043855]],,,,
1672,1672,[[0.18898293]],,,,
1673,1673,[[0.37368122]],,,,
1674,1674,[[0.13484563]],,,,
1675,1675,[[0.1565386]],,,,
1676,1676,[[0.31194916]],,,,
1677,1677,[[0.380359]],,,,
1678,1678,[[0.11445513]],,,,
1679,1679,[[0.22162247]],,,,
1680,1680,[[0.15024847]],,,,
1681,1681,[[0.1696761]],,,,
1682,1682,[[0.21036312]],,,,
1683,1683,[[0.3700996]],,,,
1684,1684,[[0.33585864]],,,,
1685,1685,[[0.2282038]],,,,
1686,1686,[[0.38759792]],,,,
1687,1687,[[0.37111884]],,,,
1688,1688,[[0.02751228]],,,,
1689,1689,[[0.2155143]],,,,
1690,1690,[[0.11238356]],,,,
1691,1691,[[0.27757657]],,,,
1692,1692,[[0.28621835]],,,,
1693,1693,[[0.19549115]],,,,
1694,1694,[[0.44085062]],,,,
1695,1695,[[0.3093609]],,,,
1696,1696,[[0.22266065]],,,,
1697,1697,[[0.38247073]],,,,
1698,1698,[[0.1683689]],,,,
1699,1699,[[0.3472228]],,,,
1700,1700,[[0.49367508]],,,,
1701,1701,[[0.127763]],,,,
1702,1702,[[0.45379132]],,,,
1703,1703,[[0.59032154]],,,,
1704,1704,[[0.22332832]],,,,
1705,1705,[[0.1506775]],,,,
1706,1706,[[0.4481117]],,,,
1707,1707,[[0.40786675]],,,,
1708,1708,[[0.43587518]],,,,
1709,1709,[[0.1597649]],,,,
1710,1710,[[0.2664668]],,,,
1711,1711,[[0.27294856]],,,,
1712,1712,[[0.25225678]],,,,
1713,1713,[[0.35815448]],,,,
1714,1714,[[0.27320367]],,,,
1715,1715,[[0.33493873]],,,,
1716,1716,[[0.22351445]],,,,
1717,1717,[[0.08217837]],,,,
1718,1718,[[0.2542839]],,,,
1719,1719,[[0.22302338]],,,,
1720,1720,[[0.25577903]],,,,
1721,1721,[[0.1140993]],,,,
1722,1722,[[0.3706013]],,,,
1723,1723,[[0.22735211]],,,,
1724,1724,[[0.23451358]],,,,
1725,1725,[[0.23261553]],,,,
1726,1726,[[0.5534928]],,,,
1727,1727,[[0.42834336]],,,,
1728,1728,[[0.37769678]],,,,
1729,1729,[[0.15554266]],,,,
1730,1730,[[0.31672466]],,,,
1731,1731,[[0.15602744]],,,,
1732,1732,[[0.20514905]],,,,
1733,1733,[[0.2771911]],,,,
1734,1734,[[0.21904983]],,,,
1735,1735,[[0.27507195]],,,,
1736,1736,[[0.281004]],,,,
1737,1737,[[0.3717423]],,,,
1738,1738,[[0.3552866]],,,,
1739,1739,[[0.26731756]],,,,
1740,1740,[[0.4234034]],,,,
1741,1741,[[0.4850021]],,,,
1742,1742,[[0.40665227]],,,,
1743,1743,[[0.25299662]],,,,
1744,1744,[[0.25605425]],,,,
1745,1745,[[0.28208512]],,,,
1746,1746,[[0.25981086]],,,,
1747,1747,[[0.286251]],,,,
1748,1748,[[0.31488127]],,,,
1749,1749,[[0.28731027]],,,,
1750,1750,[[0.3884583]],,,,
1751,1751,[[0.35461986]],,,,
1752,1752,[[0.4153225]],,,,
1753,1753,[[0.24504733]],,,,
1754,1754,[[0.28277496]],,,,
1755,1755,[[0.23098364]],,,,
1756,1756,[[0.46632037]],,,,
1757,1757,[[0.24369988]],,,,
1758,1758,[[0.15459684]],,,,
1759,1759,[[0.20659098]],,,,
1760,1760,[[0.34802163]],,,,
1761,1761,[[0.28811365]],,,,
1762,1762,[[0.23340872]],,,,
1763,1763,[[0.285747]],,,,
1764,1764,[[0.29860613]],,,,
1765,1765,[[0.14296374]],,,,
1766,1766,[[0.13652028]],,,,
1767,1767,[[0.15845971]],,,,
1768,1768,[[0.25377154]],,,,
1769,1769,[[0.23477647]],,,,
1770,1770,[[0.08466211]],,,,
1771,1771,[[0.24428359]],,,,
1772,1772,[[0.08374819]],,,,
1773,1773,[[0.18718116]],,,,
1774,1774,[[0.37715778]],,,,
1775,1775,[[0.37921637]],,,,
1776,1776,[[0.47724143]],,,,
1777,1777,[[0.14958292]],,,,
1778,1778,[[0.13927355]],,,,
1779,1779,[[0.37079597]],,,,
1780,1780,[[0.26396918]],,,,
1781,1781,[[0.24162549]],,,,
1782,1782,[[0.4318812]],,,,
1783,1783,[[0.21968767]],,,,
1784,1784,[[0.2956836]],,,,
1785,1785,[[0.3336774]],,,,
1786,1786,[[0.32171047]],,,,
1787,1787,[[0.11900833]],,,,
1788,1788,[[0.2606076]],,,,
1789,1789,[[0.12235638]],,,,
1790,1790,[[0.30382603]],,,,
1791,1791,[[0.2535135]],,,,
1792,1792,[[0.3937205]],,,,
1793,1793,[[0.52967244]],,,,
1794,1794,[[0.25886837]],,,,
1795,1795,[[0.20294623]],,,,
1796,1796,[[0.33168525]],,,,
1797,1797,[[0.37689787]],,,,
1798,1798,[[0.20905055]],,,,
1799,1799,[[0.3518514]],,,,
1800,1800,[[0.23268113]],,,,
1801,1801,[[0.30936024]],,,,
1802,1802,[[0.25725242]],,,,
1803,1803,[[0.21507925]],,,,
1804,1804,[[0.31720263]],,,,
1805,1805,[[0.12278084]],,,,
1806,1806,[[0.49071464]],,,,
1807,1807,[[0.1150215]],,,,
1808,1808,[[0.28299195]],,,,
1809,1809,[[0.23178026]],,,,
1810,1810,[[0.3015588]],,,,
1811,1811,[[0.309714]],,,,
1812,1812,[[0.36672664]],,,,
1813,1813,[[0.25948685]],,,,
1814,1814,[[0.43492496]],,,,
1815,1815,[[0.27471483]],,,,
1816,1816,[[0.17896712]],,,,
1817,1817,[[0.09427301]],,,,
1818,1818,[[0.25167978]],,,,
1819,1819,[[0.30755535]],,,,
1820,1820,[[0.37864685]],,,,
1821,1821,[[0.28230596]],,,,
1822,1822,[[0.1753686]],,,,
1823,1823,[[0.24447441]],,,,
1824,1824,[[0.24869384]],,,,
1825,1825,[[0.2065405]],,,,
1826,1826,[[0.2755338]],,,,
1827,1827,[[0.30478218]],,,,
1828,1828,[[0.47902983]],,,,
1829,1829,[[0.38581276]],,,,
1830,1830,[[0.27252632]],,,,
1831,1831,[[0.2086193]],,,,
1832,1832,[[0.1689932]],,,,
1833,1833,[[0.5648966]],,,,
1834,1834,[[0.10835721]],,,,
1835,1835,[[0.34226114]],,,,
1836,1836,[[0.18847263]],,,,
1837,1837,[[0.45837992]],,,,
1838,1838,[[0.37520564]],,,,
1839,1839,[[0.3677035]],,,,
1840,1840,[[0.43875444]],,,,
1841,1841,[[0.21347304]],,,,
1842,1842,[[0.46272206]],,,,
1843,1843,[[0.38464063]],,,,
1844,1844,[[0.22652861]],,,,
1845,1845,[[0.5111769]],,,,
1846,1846,[[0.2026185]],,,,
1847,1847,[[0.42966402]],,,,
1848,1848,[[0.2525573]],,,,
1849,1849,[[0.5090264]],,,,
1850,1850,[[0.396234]],,,,
1851,1851,[[0.26796007]],,,,
1852,1852,[[0.33754438]],,,,
1853,1853,[[0.15699306]],,,,
1854,1854,[[0.17753753]],,,,
1855,1855,[[0.28936675]],,,,
1856,1856,[[0.19942129]],,,,
1857,1857,[[0.28853685]],,,,
1858,1858,[[0.24802133]],,,,
1859,1859,[[0.2668199]],,,,
1860,1860,[[0.16143261]],,,,
1861,1861,[[0.4290646]],,,,
1862,1862,[[0.3051991]],,,,
1863,1863,[[0.27130657]],,,,
1864,1864,[[0.39975157]],,,,
1865,1865,[[0.21248528]],,,,
1866,1866,[[0.11607379]],,,,
1867,1867,[[0.19859175]],,,,
1868,1868,[[0.18737042]],,,,
1869,1869,[[0.2718833]],,,,
1870,1870,[[0.17802307]],,,,
1871,1871,[[0.25506628]],,,,
1872,1872,[[0.23693785]],,,,
1873,1873,[[0.5396614]],,,,
1874,1874,[[-0.03136672]],,,,
1875,1875,[[0.2904752]],,,,
1876,1876,[[0.35826465]],,,,
1877,1877,[[0.2845642]],,,,
1878,1878,[[0.3246081]],,,,
1879,1879,[[0.36729312]],,,,
1880,1880,[[0.2798019]],,,,
1881,1881,[[0.09630452]],,,,
1882,1882,[[0.39174068]],,,,
1883,1883,[[0.37084603]],,,,
1884,1884,[[0.45394734]],,,,
1885,1885,[[0.15521696]],,,,
1886,1886,[[0.2455511]],,,,
1887,1887,[[0.23838493]],,,,
1888,1888,[[0.19492258]],,,,
1889,1889,[[0.12060852]],,,,
1890,1890,[[0.16402209]],,,,
1891,1891,[[0.35507646]],,,,
1892,1892,[[0.177895]],,,,
1893,1893,[[0.35618508]],,,,
1894,1894,[[0.3438382]],,,,
1895,1895,[[0.29323637]],,,,
1896,1896,[[0.2532528]],,,,
1897,1897,[[0.25433487]],,,,
1898,1898,[[0.334361]],,,,
1899,1899,[[0.45115352]],,,,
1900,1900,[[0.0623779]],,,,
1901,1901,[[0.25968754]],,,,
1902,1902,[[0.39668253]],,,,
1903,1903,[[0.3266239]],,,,
1904,1904,[[0.27218866]],,,,
1905,1905,[[0.32546112]],,,,
1906,1906,[[0.08503979]],,,,
1907,1907,[[0.17017773]],,,,
1908,1908,[[0.19361085]],,,,
1909,1909,[[0.2513563]],,,,
1910,1910,[[0.09486701]],,,,
1911,1911,[[0.3050977]],,,,
1912,1912,[[0.35507223]],,,,
1913,1913,[[-0.00638309]],,,,
1914,1914,[[0.24834147]],,,,
1915,1915,[[0.40540448]],,,,
1916,1916,[[0.16278286]],,,,
1917,1917,[[0.3725629]],,,,
1918,1918,[[0.24540642]],,,,
1919,1919,[[0.10173091]],,,,
1920,1920,[[0.1686267]],,,,
1921,1921,[[0.24201873]],,,,
1922,1922,[[0.315513]],,,,
1923,1923,[[0.2622402]],,,,
1924,1924,[[0.18490574]],,,,
1925,1925,[[0.5119314]],,,,
1926,1926,[[0.44856763]],,,,
1927,1927,[[0.2959447]],,,,
1928,1928,[[0.39371705]],,,,
1929,1929,[[0.17925872]],,,,
1930,1930,[[0.16872513]],,,,
1931,1931,[[0.3187705]],,,,
1932,1932,[[0.3151582]],,,,
1933,1933,[[0.13858806]],,,,
1934,1934,[[0.31409532]],,,,
1935,1935,[[0.17150947]],,,,
1936,1936,[[0.2895596]],,,,
1937,1937,[[0.41817936]],,,,
1938,1938,[[0.3035839]],,,,
1939,1939,[[0.18932322]],,,,
1940,1940,[[0.4501338]],,,,
1941,1941,[[0.43289042]],,,,
1942,1942,[[0.34240386]],,,,
1943,1943,[[0.44924217]],,,,
1944,1944,[[0.5098014]],,,,
1945,1945,[[0.17268004]],,,,
1946,1946,[[0.46875042]],,,,
1947,1947,[[0.42690003]],,,,
1948,1948,[[0.27120143]],,,,
1949,1949,[[0.16960385]],,,,
1950,1950,[[0.11275248]],,,,
1951,1951,[[0.2905103]],,,,
1952,1952,[[0.40796155]],,,,
1953,1953,[[0.4077984]],,,,
1954,1954,[[0.4899594]],,,,
1955,1955,[[0.3882027]],,,,
1956,1956,[[0.03610989]],,,,
1957,1957,[[0.28400692]],,,,
1958,1958,[[0.20716363]],,,,
1959,1959,[[0.2083942]],,,,
1960,1960,[[0.3264122]],,,,
1961,1961,[[0.38281173]],,,,
1962,1962,[[0.1654684]],,,,
1963,1963,[[0.20834206]],,,,
1964,1964,[[0.43628824]],,,,
1965,1965,[[0.15593292]],,,,
1966,1966,[[0.5414065]],,,,
1967,1967,[[0.2858703]],,,,
1968,1968,[[0.21780205]],,,,
1969,1969,[[0.20157069]],,,,
1970,1970,[[0.07183559]],,,,
1971,1971,[[0.20429625]],,,,
1972,1972,[[0.30277574]],,,,
1973,1973,[[0.25336903]],,,,
1974,1974,[[0.403697]],,,,
1975,1975,[[0.10513964]],,,,
1976,1976,[[0.20376492]],,,,
1977,1977,[[0.33105892]],,,,
1978,1978,[[0.21133009]],,,,
1979,1979,[[0.22607633]],,,,
1980,1980,[[0.22668123]],,,,
1981,1981,[[0.24888638]],,,,
1982,1982,[[0.21542957]],,,,
1983,1983,[[0.32688957]],,,,
1984,1984,[[0.34510505]],,,,
1985,1985,[[0.28255582]],,,,
1986,1986,[[0.3203535]],,,,
1987,1987,[[0.21971886]],,,,
1988,1988,[[0.22600293]],,,,
1989,1989,[[0.28407282]],,,,
1990,1990,[[0.1888197]],,,,
1991,1991,[[0.12385061]],,,,
1992,1992,[[0.30459315]],,,,
1993,1993,[[0.480016]],,,,
1994,1994,[[0.1008828]],,,,
1995,1995,[[0.24920933]],,,,
1996,1996,[[0.45380023]],,,,
1997,1997,[[0.17727286]],,,,
1998,1998,[[0.38637108]],,,,
1999,1999,[[0.5095076]],,,,
2000,2000,[[0.15946113]],,,,
2001,2001,[[0.25638616]],,,,
2002,2002,[[0.2475984]],,,,
2003,2003,[[0.45948642]],,,,
2004,2004,[[0.23103333]],,,,
2005,2005,[[0.364793]],,,,
2006,2006,[[0.43045792]],,,,
2007,2007,[[0.28818652]],,,,
2008,2008,[[0.24496567]],,,,
2009,2009,[[0.21533903]],,,,
2010,2010,[[0.32577872]],,,,
2011,2011,[[0.35465977]],,,,
2012,2012,[[0.42225736]],,,,
2013,2013,[[0.11935681]],,,,
2014,2014,[[0.20480499]],,,,
2015,2015,[[0.35007516]],,,,
2016,2016,[[0.2301974]],,,,
2017,2017,[[0.05027651]],,,,
2018,2018,[[0.28054938]],,,,
2019,2019,[[0.28395075]],,,,
2020,2020,[[0.08154589]],,,,
2021,2021,[[0.3791165]],,,,
2022,2022,[[0.30746406]],,,,
2023,2023,[[0.47373462]],,,,
2024,2024,[[0.17057623]],,,,
2025,2025,[[0.47393373]],,,,
2026,2026,[[0.19580962]],,,,
2027,2027,[[0.51210487]],,,,
2028,2028,[[0.29499137]],,,,
2029,2029,[[0.39426887]],,,,
2030,2030,[[0.13278913]],,,,
2031,2031,[[0.5027828]],,,,
2032,2032,[[0.20244098]],,,,
2033,2033,[[0.19675386]],,,,
2034,2034,[[0.374852]],,,,
2035,2035,[[0.41485703]],,,,
2036,2036,[[0.1820952]],,,,
2037,2037,[[0.17698212]],,,,
2038,2038,[[0.13288772]],,,,
2039,2039,[[0.24116881]],,,,
2040,2040,[[0.25759256]],,,,
2041,2041,[[0.11977366]],,,,
2042,2042,[[0.43950453]],,,,
2043,2043,[[0.04436584]],,,,
2044,2044,[[0.2733167]],,,,
2045,2045,[[0.27498567]],,,,
2046,2046,[[0.23370363]],,,,
2047,2047,[[0.23939729]],,,,
2048,2048,[[0.17668897]],,,,
2049,2049,[[0.26948455]],,,,
2050,2050,[[0.10532416]],,,,
2051,2051,[[0.27603525]],,,,
2052,2052,[[0.21998629]],,,,
2053,2053,[[0.33208522]],,,,
2054,2054,[[0.14379358]],,,,
2055,2055,[[0.15606576]],,,,
2056,2056,[[0.33802438]],,,,
2057,2057,[[0.2206217]],,,,
2058,2058,[[0.07087053]],,,,
2059,2059,[[0.15695336]],,,,
2060,2060,[[0.29808205]],,,,
2061,2061,[[0.42581946]],,,,
2062,2062,[[0.16871884]],,,,
2063,2063,[[0.2698896]],,,,
2064,2064,[[0.24349882]],,,,
2065,2065,[[0.32885623]],,,,
2066,2066,[[0.06633955]],,,,
2067,2067,[[0.18415172]],,,,
2068,2068,[[0.3251743]],,,,
2069,2069,[[0.02651564]],,,,
2070,2070,[[0.10285771]],,,,
2071,2071,[[0.24782945]],,,,
2072,2072,[[0.25257176]],,,,
2073,2073,[[0.27882394]],,,,
2074,2074,[[0.12894508]],,,,
2075,2075,[[0.09529248]],,,,
2076,2076,[[0.16828588]],,,,
2077,2077,[[0.23303369]],,,,
2078,2078,[[0.03533027]],,,,
2079,2079,[[0.15730174]],,,,
2080,2080,[[0.23540913]],,,,
2081,2081,[[0.28301477]],,,,
2082,2082,[[0.17399587]],,,,
2083,2083,[[0.15992941]],,,,
2084,2084,[[0.37699813]],,,,
2085,2085,[[0.14081174]],,,,
2086,2086,[[0.38162345]],,,,
2087,2087,[[0.11663155]],,,,
2088,2088,[[0.2087915]],,,,
2089,2089,[[0.12466644]],,,,
2090,2090,[[0.3392326]],,,,
2091,2091,[[0.15761474]],,,,
2092,2092,[[0.21986589]],,,,
2093,2093,[[0.17079958]],,,,
2094,2094,[[0.19090247]],,,,
2095,2095,[[0.06753762]],,,,
2096,2096,[[0.31228513]],,,,
2097,2097,[[0.24996631]],,,,
2098,2098,[[0.3532033]],,,,
2099,2099,[[0.20961556]],,,,
2100,2100,[[0.12925404]],,,,
2101,2101,[[0.18538502]],,,,
2102,2102,[[0.19925332]],,,,
2103,2103,[[0.24587375]],,,,
2104,2104,[[0.22146204]],,,,
2105,2105,[[0.19946659]],,,,
2106,2106,[[0.14655133]],,,,
2107,2107,[[0.36913455]],,,,
2108,2108,[[0.2811519]],,,,
2109,2109,[[0.4697416]],,,,
2110,2110,[[0.21914597]],,,,
2111,2111,[[0.2942628]],,,,
2112,2112,[[0.1499103]],,,,
2113,2113,[[0.39277178]],,,,
2114,2114,[[0.40624943]],,,,
2115,2115,[[0.15511319]],,,,
2116,2116,[[0.2994874]],,,,
2117,2117,[[0.08198557]],,,,
2118,2118,[[0.10664374]],,,,
2119,2119,[[0.05623075]],,,,
2120,2120,[[0.4648161]],,,,
2121,2121,[[0.35090035]],,,,
2122,2122,[[0.33076453]],,,,
2123,2123,[[0.28360462]],,,,
2124,2124,[[0.14360625]],,,,
2125,2125,[[0.29998598]],,,,
2126,2126,[[0.19967067]],,,,
2127,2127,[[0.19391516]],,,,
2128,2128,[[0.27744645]],,,,
2129,2129,[[0.10311814]],,,,
2130,2130,[[0.21670571]],,,,
2131,2131,[[0.3009469]],,,,
2132,2132,[[0.20207]],,,,
2133,2133,[[0.24472108]],,,,
2134,2134,[[0.18203057]],,,,
2135,2135,[[0.11710583]],,,,
2136,2136,[[0.29036966]],,,,
2137,2137,[[0.37186974]],,,,
2138,2138,[[0.16315997]],,,,
2139,2139,[[0.0236304]],,,,
2140,2140,[[0.3205806]],,,,
2141,2141,[[0.23245998]],,,,
2142,2142,[[0.23700416]],,,,
2143,2143,[[0.39836544]],,,,
2144,2144,[[0.20608546]],,,,
2145,2145,[[0.37930703]],,,,
2146,2146,[[0.16691598]],,,,
2147,2147,[[0.09297433]],,,,
2148,2148,[[0.17198846]],,,,
2149,2149,[[0.19868931]],,,,
2150,2150,[[0.29460853]],,,,
2151,2151,[[0.20554337]],,,,
2152,2152,[[0.09303945]],,,,
2153,2153,[[0.30027688]],,,,
2154,2154,[[0.16717656]],,,,
2155,2155,[[0.4229282]],,,,
2156,2156,[[0.36143875]],,,,
2157,2157,[[0.39348635]],,,,
2158,2158,[[0.16224247]],,,,
2159,2159,[[0.16786972]],,,,
2160,2160,[[0.26282877]],,,,
2161,2161,[[0.26849186]],,,,
2162,2162,[[0.31730753]],,,,
2163,2163,[[0.22723386]],,,,
2164,2164,[[0.26330912]],,,,
2165,2165,[[0.15420932]],,,,
2166,2166,[[0.23448136]],,,,
2167,2167,[[0.34396052]],,,,
2168,2168,[[0.34513307]],,,,
2169,2169,[[0.3770974]],,,,
2170,2170,[[0.41275746]],,,,
2171,2171,[[0.2226955]],,,,
2172,2172,[[0.6554787]],,,,
2173,2173,[[0.3095191]],,,,
2174,2174,[[0.16668227]],,,,
2175,2175,[[0.1551055]],,,,
2176,2176,[[0.29158682]],,,,
2177,2177,[[0.27291065]],,,,
2178,2178,[[0.19504255]],,,,
2179,2179,[[0.32019377]],,,,
2180,2180,[[0.3063979]],,,,
2181,2181,[[0.4877416]],,,,
2182,2182,[[0.3482349]],,,,
2183,2183,[[0.11013435]],,,,
2184,2184,[[0.12009179]],,,,
2185,2185,[[0.19557928]],,,,
2186,2186,[[0.14440955]],,,,
2187,2187,[[0.20827107]],,,,
2188,2188,[[0.24974847]],,,,
2189,2189,[[0.37872982]],,,,
2190,2190,[[0.33208883]],,,,
2191,2191,[[0.44162226]],,,,
2192,2192,[[0.21939522]],,,,
2193,2193,[[0.48914817]],,,,
2194,2194,[[0.03635488]],,,,
2195,2195,[[0.0701035]],,,,
2196,2196,[[0.21667461]],,,,
2197,2197,[[0.39088944]],,,,
2198,2198,[[0.15617296]],,,,
2199,2199,[[0.23197125]],,,,
2200,2200,[[0.25556907]],,,,
2201,2201,[[0.4004744]],,,,
2202,2202,[[0.24958694]],,,,
2203,2203,[[0.3894499]],,,,
2204,2204,[[0.5239534]],,,,
2205,2205,[[0.2497103]],,,,
2206,2206,[[0.33786234]],,,,
2207,2207,[[0.03508746]],,,,
2208,2208,[[0.39670193]],,,,
2209,2209,[[0.23210342]],,,,
2210,2210,[[0.17321476]],,,,
2211,2211,[[0.29606748]],,,,
2212,2212,[[0.34999523]],,,,
2213,2213,[[0.3830596]],,,,
2214,2214,[[0.13521609]],,,,
2215,2215,[[0.0813923]],,,,
2216,2216,[[0.10322586]],,,,
2217,2217,[[0.15058112]],,,,
2218,2218,[[0.23497547]],,,,
2219,2219,[[0.24706042]],,,,
2220,2220,[[0.31598556]],,,,
2221,2221,[[0.29517505]],,,,
2222,2222,[[0.2655776]],,,,
2223,2223,[[0.24554151]],,,,
2224,2224,[[0.22330637]],,,,
2225,2225,[[0.25140366]],,,,
2226,2226,[[0.25901917]],,,,
2227,2227,[[0.3217994]],,,,
2228,2228,[[0.326547]],,,,
2229,2229,[[0.44285333]],,,,
2230,2230,[[0.43905467]],,,,
2231,2231,[[0.14724576]],,,,
2232,2232,[[0.43280298]],,,,
2233,2233,[[0.4270022]],,,,
2234,2234,[[0.25850505]],,,,
2235,2235,[[0.28146845]],,,,
2236,2236,[[0.299301]],,,,
2237,2237,[[0.3101165]],,,,
2238,2238,[[0.29710692]],,,,
2239,2239,[[0.3405854]],,,,
2240,2240,[[0.4314797]],,,,
2241,2241,[[0.15581949]],,,,
2242,2242,[[0.25555176]],,,,
2243,2243,[[0.2706952]],,,,
2244,2244,[[0.07804758]],,,,
2245,2245,[[0.28469694]],,,,
2246,2246,[[0.35487586]],,,,
2247,2247,[[0.23688473]],,,,
2248,2248,[[0.3103711]],,,,
2249,2249,[[0.41403446]],,,,
2250,2250,[[0.41045868]],,,,
2251,2251,[[0.2271969]],,,,
2252,2252,[[0.3708821]],,,,
2253,2253,[[0.17775665]],,,,
2254,2254,[[0.26393852]],,,,
2255,2255,[[0.21514222]],,,,
2256,2256,[[0.26290578]],,,,
2257,2257,[[0.205239]],,,,
2258,2258,[[0.3649915]],,,,
2259,2259,[[0.46462026]],,,,
2260,2260,[[0.18897724]],,,,
2261,2261,[[0.29900396]],,,,
2262,2262,[[0.5221176]],,,,
2263,2263,[[0.4812367]],,,,
2264,2264,[[0.17821915]],,,,
2265,2265,[[0.3306707]],,,,
2266,2266,[[0.29717517]],,,,
2267,2267,[[0.24458055]],,,,
2268,2268,[[0.38152373]],,,,
2269,2269,[[0.22368026]],,,,
2270,2270,[[0.43496272]],,,,
2271,2271,[[0.20427257]],,,,
2272,2272,[[0.2755477]],,,,
2273,2273,[[0.17138629]],,,,
2274,2274,[[0.31783834]],,,,
2275,2275,[[0.16407593]],,,,
2276,2276,[[0.37947834]],,,,
2277,2277,[[0.30698174]],,,,
2278,2278,[[0.1839896]],,,,
2279,2279,[[0.52391016]],,,,
2280,2280,[[0.15462467]],,,,
2281,2281,[[0.07265752]],,,,
2282,2282,[[0.39752486]],,,,
2283,2283,[[0.3480636]],,,,
2284,2284,[[0.97628343]],,,,
2285,2285,[[0.31784898]],,,,
2286,2286,[[0.36014152]],,,,
2287,2287,[[0.19175261]],,,,
2288,2288,[[0.16007397]],,,,
2289,2289,[[0.18605994]],,,,
2290,2290,[[0.2826655]],,,,
2291,2291,[[0.22604157]],,,,
2292,2292,[[0.28335503]],,,,
2293,2293,[[0.23529503]],,,,
2294,2294,[[0.20468304]],,,,
2295,2295,[[0.39763224]],,,,
2296,2296,[[0.285164]],,,,
2297,2297,[[0.50518405]],,,,
2298,2298,[[0.22815624]],,,,
2299,2299,[[0.34458566]],,,,
2300,2300,[[0.16922733]],,,,
2301,2301,[[0.34861395]],,,,
2302,2302,[[0.20829538]],,,,
2303,2303,[[0.32652563]],,,,
2304,2304,[[0.19277427]],,,,
2305,2305,[[0.14603148]],,,,
2306,2306,[[0.20140284]],,,,
2307,2307,[[0.19766617]],,,,
2308,2308,[[0.33423233]],,,,
2309,2309,[[0.07112187]],,,,
2310,2310,[[0.29032755]],,,,
2311,2311,[[0.2358356]],,,,
2312,2312,[[0.38035896]],,,,
